Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
150220060,Gorliczyna,Mleczka (2268),,145 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-3 cm,3 cm,-2 cm,-16 cm,360 cm,480 cm,Wisłok,podkarpackie,przeworski,-215 cm,-335 cm,145 cm,-,-,-,50.0856,22.4872
152180020,Goryszewo,Panna (18826),,99 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-2 cm,-,-,Noteć Zachodnia,kujawsko-pomorskie,mogileński,-,-,23 cm,-,-,-,52.6269,18.0356
152150040,Gorzów Wielkopolski,Warta (18),,232 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,0 cm,390 cm,470 cm,Warta od Noteci do ujścia,lubuskie,gorzowski,-158 cm,-238 cm,124 cm,231 cm (śr, 2024-10-09 06:00 UTC)231 cm (cz, 2024-10-10 06:00 UTC)231 cm (pt, 2024-10-11 06:00 UTC),231 cm (śr, 2024-10-09 06:00 UTC)231 cm (cz, 2024-10-10 06:00 UTC)231 cm (pt, 2024-10-11 06:00 UTC),-,52.73,15.2531
152150140,Gościmiec,Noteć (188),,180 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-3 cm,2 cm,290 cm,380 cm,Noteć od Drawy do ujścia,lubuskie,strzelecko-drezdenecki,-110 cm,-200 cm,66 cm,-,179 cm (śr, 2024-10-09 06:00 UTC)179 cm (cz, 2024-10-10 06:00 UTC)178 cm (pt, 2024-10-11 06:00 UTC),-,52.7756,15.6383
151180180,Grabno,Grabia (1828),,124 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,230 cm,280 cm,Widawka,łódzkie,łaski,-106 cm,-156 cm,31 cm,-,124 cm (śr, 2024-10-09 06:00 UTC)123 cm (cz, 2024-10-10 06:00 UTC)122 cm (pt, 2024-10-11 06:00 UTC),-,51.4583,18.9853
150210200,Grębów,Łęg (2198),,206 cm,wt, 2024-10-08 18:50 UTC,,1 cm,6 cm,6 cm,-5 cm,-11 cm,320 cm,400 cm,Wisła od Wisłoki do Sanu,podkarpackie,tarnobrzeski,-114 cm,-194 cm,36 cm,-,-,-,50.5758,21.9119
153230160,Gródek,Supraśl (2616),,155 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,4 cm,-,-,Supraśl,podlaskie,białostocki,-,-,33 cm,-,-,-,53.095,23.6717
153180100,Grudziądz,Wisła (2),,190 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,-4 cm,-5 cm,-4 cm,21 cm,540 cm,650 cm,Wisła od Wdy do Osy,kujawsko-pomorskie,Grudziądz,-350 cm,-460 cm,85 cm,-,177 cm (śr, 2024-10-09 06:00 UTC)174 cm (cz, 2024-10-10 06:00 UTC)168 cm (pt, 2024-10-11 06:00 UTC),-,53.485,18.7453
152180140,Grzegorzew,Rgilewka (18332),,91 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,240 cm,280 cm,Warta od Widawki do Prosny,wielkopolskie,kolski,-149 cm,-189 cm,22 cm,-,-,-,52.2,18.7428
151210050,Gusin,Wisła (2),,36 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,3 cm,3 cm,370 cm,420 cm,Wisła od Wieprza do Narwi,mazowieckie,otwocki,-334 cm,-384 cm,40 cm,-,40 cm (śr, 2024-10-09 06:00 UTC)48 cm (cz, 2024-10-10 06:00 UTC)49 cm (pt, 2024-10-11 06:00 UTC),-,51.8928,21.2544
150220050,Harasiuki,Tanew (228),,94 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,2 cm,270 cm,330 cm,Tanew,podkarpackie,niżański,-176 cm,-236 cm,13 cm,-,92 cm (śr, 2024-10-09 06:00 UTC)89 cm (cz, 2024-10-10 06:00 UTC)87 cm (pt, 2024-10-11 06:00 UTC),-,50.4775,22.4742
149220070,Hoczew,Hoczewka (2218),,106 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-3 cm,200 cm,260 cm,San do Osławy,podkarpackie,leski,-94 cm,-154 cm,25 cm,-,-,-,49.4239,22.3283
149210140,Iskrzynia,Morwawa (2262),,203 cm,wt, 2024-10-08 18:40 UTC,,0 cm,-1 cm,-2 cm,-1 cm,-3 cm,350 cm,480 cm,Wisłok,podkarpackie,krośnieński,-147 cm,-277 cm,41 cm,-,-,-,49.6772,21.8644
153230120,Jałowy Róg,Czarna Hańcza (64),,46 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-1 cm,-,-,Czarna Hańcza,podlaskie,augustowski,-,-,21 cm,-,-,-,53.9,23.4058
149210080,Jasło,Jasiołka (2184),,93 cm,wt, 2024-10-08 18:40 UTC,,-1 cm,-1 cm,-2 cm,-2 cm,-4 cm,300 cm,420 cm,Wisłoka,podkarpackie,jasielski,-207 cm,-327 cm,19 cm,-,92 cm (śr, 2024-10-09 06:00 UTC)91 cm (cz, 2024-10-10 06:00 UTC)91 cm (pt, 2024-10-11 06:00 UTC),-,49.7503,21.4731
150190180,Jeleń,Przemsza (212),,149 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,0 cm,280 cm,330 cm,Przemsza,śląskie,Jaworzno,-131 cm,-181 cm,27 cm,-,150 cm (śr, 2024-10-09 06:00 UTC)148 cm (cz, 2024-10-10 06:00 UTC)148 cm (pt, 2024-10-11 06:00 UTC),-,50.1611,19.2397
149190290,Jordanów,Skawa (2134),,149 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-2 cm,270 cm,350 cm,Skawa,małopolskie,suski,-121 cm,-201 cm,11 cm,-,-,-,49.6364,19.83
154220050,Jurkiszki,Gołdapa (5824),,50 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,-1 cm,180 cm,210 cm,Węgorapa,warmińsko-mazurskie,gołdapski,-130 cm,-160 cm,50 cm,-,-,-,54.3092,22.3681
149220110,Kalnica,Wetlina (221346),,273 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,0 cm,-1 cm,-4 cm,370 cm,420 cm,San do Osławy,podkarpackie,leski,-97 cm,-147 cm,17 cm,-,-,-,49.1889,22.4292
149190020,Kamesznica,Bystra (213232),,121 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,-1 cm,210 cm,260 cm,Soła,śląskie,żywiecki,-89 cm,-139 cm,11 cm,-,-,-,49.5681,19.0697
153230020,Karpowicze,Brzozówka (2624),,156 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,4 cm,290 cm,330 cm,Biebrza,podlaskie,sokólski,-134 cm,-174 cm,51 cm,-,-,-,53.5853,23.0433
149200040,Kasinka Mała,Raba (2138),,96 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,0 cm,-4 cm,350 cm,420 cm,Raba,małopolskie,limanowski,-254 cm,-324 cm,11 cm,-,-,-,49.7047,20.0325
152190120,Kępa Polska,Wisła (2),,177 cm,wt, 2024-10-08 18:40 UTC,,0 cm,1 cm,3 cm,7 cm,2 cm,450 cm,500 cm,Wisła od Bzury do zb. Włocławek,mazowieckie,płocki,-273 cm,-323 cm,43 cm,174 cm (śr, 2024-10-09 06:00 UTC)181 cm (cz, 2024-10-10 06:00 UTC)192 cm (pt, 2024-10-11 06:00 UTC),179 cm (śr, 2024-10-09 06:00 UTC)186 cm (cz, 2024-10-10 06:00 UTC)196 cm (pt, 2024-10-11 06:00 UTC),-,52.4314,19.9633
152200010,Kęszyce,Rawka (2726),,219 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,350 cm,400 cm,Rawka,łódzkie,skierniewicki,-131 cm,-181 cm,29 cm,-,-,-,52.1358,20.1314
154220100,Kleszczówek,Szeszupa (68),,191 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Szeszupa,podlaskie,suwalski,-,-,11 cm,-,-,-,54.2708,22.9106
149210030,Klęczany,Ropa (2182),,75 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,-2 cm,260 cm,380 cm,Wisłoka,małopolskie,gorlicki,-185 cm,-305 cm,25 cm,-,74 cm (śr, 2024-10-09 06:00 UTC)74 cm (cz, 2024-10-10 06:00 UTC)74 cm (pt, 2024-10-11 06:00 UTC),-,49.7014,21.2167
154160030,Koszalin,Dzierżęcinka (45614),,261 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,1 cm,-1 cm,-,-,Przymorze od Parsęty do Wieprzy,zachodniopomorskie,Koszalin,-,-,27 cm,-,-,-,54.1856,16.1889
152180110,Kościelec,Kiełbaska Duża (18334),,138 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,0 cm,240 cm,270 cm,Warta od Widawki do Prosny,wielkopolskie,kolski,-102 cm,-132 cm,40 cm,-,-,-,52.1753,18.5753
151220010,Kośmin,Wieprz (24),,187 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,2 cm,3 cm,1 cm,350 cm,400 cm,Wieprz,lubelskie,puławski,-163 cm,-213 cm,48 cm,-,189 cm (śr, 2024-10-09 06:00 UTC)192 cm (cz, 2024-10-10 06:00 UTC)193 cm (pt, 2024-10-11 06:00 UTC),-,51.5731,22.0014
149210050,Krajowice,Wisłoka (218),,127 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-2 cm,-4 cm,330 cm,450 cm,Wisłoka,podkarpackie,jasielski,-203 cm,-323 cm,16 cm,-,125 cm (śr, 2024-10-09 06:00 UTC)125 cm (cz, 2024-10-10 06:00 UTC)124 cm (pt, 2024-10-11 06:00 UTC),-,49.7722,21.4125
154160090,Krąg,Grabowa (468),,108 cm,wt, 2024-10-08 18:50 UTC,,3 cm,4 cm,4 cm,7 cm,-,-,-,Wieprza,zachodniopomorskie,koszaliński,-,-,31 cm,-,-,-,54.2428,16.7231
149210090,Krempna-Kotań,Wisłoka (218),,257 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-2 cm,360 cm,410 cm,Wisłoka,podkarpackie,jasielski,-103 cm,-153 cm,59 cm,-,-,-,49.5164,21.4842
149210110,Krosno,Wisłok (226),,168 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-2 cm,350 cm,480 cm,Wisłok,podkarpackie,Krosno,-182 cm,-312 cm,49 cm,-,168 cm (śr, 2024-10-09 06:00 UTC)167 cm (cz, 2024-10-10 06:00 UTC)166 cm (pt, 2024-10-11 06:00 UTC),-,49.6939,21.7747
154200020,Krosno,Drwęca Warmińska (566),,153 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,360 cm,400 cm,Pasłęka,warmińsko-mazurskie,lidzbarski,-207 cm,-247 cm,9 cm,-,-,-,54.1308,20.1728
149220170,Krościenko,Strwiąż (76),,103 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-3 cm,160 cm,210 cm,Strwiąż,podkarpackie,bieszczadzki,-57 cm,-107 cm,18 cm,-,-,-,49.4731,22.6628
149220200,Krówniki,Wiar (224),,79 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,0 cm,-3 cm,-11 cm,400 cm,650 cm,Wiar,podkarpackie,Przemyśl,-321 cm,-571 cm,27 cm,-,-,-,49.7669,22.8231
150180190,Krupski Młyn,Mała Panew (118),,30 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,-1 cm,-1 cm,-1 cm,160 cm,250 cm,Mała Panew,śląskie,tarnogórski,-130 cm,-220 cm,13 cm,-,-,-,50.5711,18.6244
152180080,Kruszwica,Jez. Gopło (Noteć) (188),,193 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,0 cm,1 cm,0 cm,-,-,Noteć do Noteci Zachodniej,kujawsko-pomorskie,inowrocławski,-,-,43 cm,-,-,-,52.6742,18.3272
150240020,Kryłów,Bug (26714),,94 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,7 cm,440 cm,540 cm,Bug do Huczwy,lubelskie,hrubieszowski,-346 cm,-446 cm,79 cm,-,-,-,50.6772,24.0625
152230080,Krzyczew,Bug (26714),,128 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,0 cm,-1 cm,1 cm,380 cm,480 cm,Bug od Krzny do Nurca,lubelskie,bialski,-252 cm,-352 cm,46 cm,-,128 cm (śr, 2024-10-09 06:00 UTC)126 cm (cz, 2024-10-10 06:00 UTC)126 cm (pt, 2024-10-11 06:00 UTC),-,52.1469,23.4992
152160010,Krzyż,Noteć (188),,151 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,0 cm,-2 cm,2 cm,360 cm,400 cm,Noteć od Gwdy do Drawy,wielkopolskie,czarnkowsko-trzcianecki,-209 cm,-249 cm,68 cm,-,150 cm (śr, 2024-10-09 06:00 UTC)150 cm (cz, 2024-10-10 06:00 UTC)149 cm (pt, 2024-10-11 06:00 UTC),-,52.8617,16.0017
153220150,Kucze,Lega (2626),,68 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-1 cm,-,-,Lega,warmińsko-mazurskie,ełcki,-,-,45 cm,-,-,-,53.7822,22.5969
151190010,Kule,Liswarta (1816),,118 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,0 cm,0 cm,0 cm,250 cm,300 cm,Warta do Widawki,śląskie,kłobucki,-132 cm,-182 cm,44 cm,-,119 cm (śr, 2024-10-09 06:00 UTC)118 cm (cz, 2024-10-10 06:00 UTC)118 cm (pt, 2024-10-11 06:00 UTC),-,51.0428,19.0481
153150030,Kulice,Sąpólna (4268),,-,-,-,-,-,-,-,-,-,-,Rega,zachodniopomorskie,goleniowski,-,-,-,-,-,-,53.66,15.1683
149210180,Kunkowa,Przysłopianka (218232),,116 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-1 cm,200 cm,230 cm,Wisłoka,małopolskie,gorlicki,-84 cm,-114 cm,17 cm,-,-,-,49.5492,21.1253
150210090,Kunów,Kamienna (234),,85 cm,wt, 2024-10-08 18:50 UTC,,1 cm,-2 cm,-2 cm,-9 cm,10 cm,200 cm,300 cm,Kamienna,świętokrzyskie,ostrowiecki,-115 cm,-215 cm,42 cm,-,84 cm (śr, 2024-10-09 06:00 UTC)84 cm (cz, 2024-10-10 06:00 UTC)84 cm (pt, 2024-10-11 06:00 UTC),-,50.9619,21.2789
154170040,Kwisno,Wieprza (46),,150 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Wieprza,pomorskie,bytowski,-,-,6 cm,-,-,-,54.085,17.1303
150190360,Las,Wisła (2),,169 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-2 cm,3 cm,-1 cm,3 cm,400 cm,550 cm,Wisła od Przemszy do Dunajca,małopolskie,oświęcimski,-231 cm,-381 cm,153 cm,-,170 cm (śr, 2024-10-09 06:00 UTC)168 cm (cz, 2024-10-10 06:00 UTC)168 cm (pt, 2024-10-11 06:00 UTC),-,50.0356,19.3822
149220060,Lesko,San (22),,165 cm,wt, 2024-10-08 18:30 UTC,,0 cm,0 cm,0 cm,-1 cm,-2 cm,250 cm,330 cm,San do Osławy,podkarpackie,leski,-85 cm,-165 cm,37 cm,-,166 cm (śr, 2024-10-09 06:00 UTC)165 cm (cz, 2024-10-10 06:00 UTC)165 cm (pt, 2024-10-11 06:00 UTC),-,49.4692,22.3222
150220090,Leżachów,San (22),,122 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,-2 cm,-7 cm,-7 cm,1 cm,460 cm,660 cm,San od Wiaru do Wisłoka,podkarpackie,przeworski,-338 cm,-538 cm,44 cm,-,120 cm (śr, 2024-10-09 06:00 UTC)114 cm (cz, 2024-10-10 06:00 UTC)109 cm (pt, 2024-10-11 06:00 UTC),-,50.1403,22.6031
154170160,Lębork 2,Łeba (476),,108 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-1 cm,150 cm,200 cm,Łeba,pomorskie,lęborski,-42 cm,-92 cm,40 cm,-,108 cm (śr, 2024-10-09 06:00 UTC)108 cm (cz, 2024-10-10 06:00 UTC)108 cm (pt, 2024-10-11 06:00 UTC),-,54.5419,17.7475
153190150,Lidzbark,Wel (286),,44 cm,wt, 2024-10-08 17:20 UTC,,-1 cm,0 cm,0 cm,-1 cm,1 cm,110 cm,120 cm,Drwęca,warmińsko-mazurskie,działdowski,-66 cm,-76 cm,30 cm,-,-,-,53.2667,19.8186
152190040,Lipno,Mień (2794),,75 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,1 cm,1 cm,1 cm,-,-,Wisła od Zgłowiączki do Drwęcy,kujawsko-pomorskie,lipnowski,-,-,35 cm,-,-,-,52.8464,19.1781
153190020,Lisnowo,Osa (296),,55 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Osa,kujawsko-pomorskie,grudziądzki,-,-,37 cm,-,-,-,53.4486,19.1356
149190370,Lubień,Lubieńka (213834),,72 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-1 cm,120 cm,140 cm,Raba,małopolskie,myślenicki,-48 cm,-68 cm,48 cm,-,-,-,49.7197,19.9783
149190360,Ludźmierz,Lepietnica (2141156),,114 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,230 cm,300 cm,Dunajec do Popradu,małopolskie,nowotarski,-116 cm,-186 cm,6 cm,-,-,-,49.4686,19.9756
151190040,Lutomiersk,Ner (1832),,65 cm,wt, 2024-10-08 18:40 UTC,,1 cm,0 cm,5 cm,3 cm,1 cm,230 cm,250 cm,Ner,łódzkie,pabianicki,-165 cm,-185 cm,27 cm,-,-,-,51.7564,19.2214
149200270,Łabowa,Kamienica (21432),,52 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-2 cm,180 cm,250 cm,Dunajec od Popradu do ujścia,małopolskie,nowosądecki,-128 cm,-198 cm,5 cm,-,-,-,49.5264,20.8589
149210040,Łabuzie,Wisłoka (218),,241 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,9 cm,-10 cm,620 cm,810 cm,Wisłoka,podkarpackie,dębicki,-379 cm,-569 cm,36 cm,-,238 cm (śr, 2024-10-09 06:00 UTC)236 cm (cz, 2024-10-10 06:00 UTC)236 cm (pt, 2024-10-11 06:00 UTC),-,49.9878,21.3097
152210120,Łochów,Liwiec (267148),,111 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,300 cm,350 cm,Liwiec,mazowieckie,węgrowski,-189 cm,-239 cm,9 cm,-,-,-,52.51,21.6783
150150090,Łomnica,Łomnica (1618),,246 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,-1 cm,-3 cm,-6 cm,320 cm,380 cm,Bóbr,dolnośląskie,karkonoski,-74 cm,-134 cm,21 cm,-,-,-,50.8764,15.8031
154190170,Łozy,Pasłęka (56),,165 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-2 cm,-1 cm,-1 cm,350 cm,400 cm,Pasłęka,warmińsko-mazurskie,braniewski,-185 cm,-235 cm,20 cm,-,-,-,54.1947,19.9508
152210030,Maków Mazowiecki,Orzyc (2658),,114 cm,wt, 2024-10-08 18:50 UTC,,1 cm,-12 cm,-17 cm,-63 cm,2 cm,370 cm,390 cm,Orzyc,mazowieckie,makowski,-256 cm,-276 cm,22 cm,-,-,-,52.8608,21.1069
153210200,Maldanin,Jez. Roś (Pisa) (264),,60 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,-1 cm,140 cm,160 cm,Pisa,warmińsko-mazurskie,piski,-80 cm,-100 cm,55 cm,-,-,-,53.6506,21.8239
154220030,Małe Wronki,Ełk (2628),,228 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,0 cm,0 cm,0 cm,-,-,Ełk,warmińsko-mazurskie,olecki,-,-,31 cm,-,-,-,54.0217,22.2219
152229999,Małkinia,Bug (26714),,100 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,3 cm,350 cm,430 cm,Bug od Nurca do Liwca,mazowieckie,ostrowski,-250 cm,-330 cm,21 cm,-,102 cm (śr, 2024-10-09 06:00 UTC)103 cm (cz, 2024-10-10 06:00 UTC)103 cm (pt, 2024-10-11 06:00 UTC),-,52.6742,22.0161
150200050,Michałów,Mierzawa (2166),,98 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,2 cm,0 cm,0 cm,160 cm,190 cm,Nida,świętokrzyskie,pińczowski,-62 cm,-92 cm,24 cm,-,-,-,50.4917,20.4564
151210020,Michałów,Kamienna (234),,49 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-,-,110 cm,170 cm,Kamienna,świętokrzyskie,starachowicki,-61 cm,-121 cm,24 cm,-,49 cm (śr, 2024-10-09 06:00 UTC)49 cm (cz, 2024-10-10 06:00 UTC)49 cm (pt, 2024-10-11 06:00 UTC),-,51.0117,21.1011
154210100,Mieduniszki,Węgorapa (582),,146 cm,wt, 2024-10-08 18:50 UTC,,10 cm,6 cm,2 cm,5 cm,-5 cm,400 cm,450 cm,Węgorapa,warmińsko-mazurskie,gołdapski,-254 cm,-304 cm,44 cm,-,-,-,54.3264,21.98
150210120,Mielec 2,Wisłoka (218),,176 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-3 cm,-5 cm,-6 cm,2 cm,480 cm,650 cm,Wisłoka,podkarpackie,mielecki,-304 cm,-474 cm,16 cm,-,178 cm (śr, 2024-10-09 06:00 UTC)176 cm (cz, 2024-10-10 06:00 UTC)175 cm (pt, 2024-10-11 06:00 UTC),-,50.2792,21.4303
150160190,Międzylesie,Nysa Kłodzka (12),,94 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-1 cm,180 cm,200 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-86 cm,-106 cm,5 cm,-,-,-,50.1556,16.6642
153210110,Mikołajki,Jez. Mikołajskie (Pisa) (264),,-,-,-,-,-,-,-,0 cm,110 cm,120 cm,Pisa,warmińsko-mazurskie,mrągowski,-,-,-,-,-,-,53.7892,21.5875
153210230,Mikosze,Orzysza (26458),,77 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Pisa,warmińsko-mazurskie,piski,-,-,5 cm,-,-,-,53.8058,21.9231
149190030,Mikuszowice,Biała (2114),,86 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,170 cm,200 cm,Wisła do Przemszy (Mała Wisła),śląskie,Bielsko-Biała,-84 cm,-114 cm,6 cm,-,-,-,49.7794,19.0742
154180020,Miłoszewo,Łeba (476),,145 cm,wt, 2024-10-08 18:50 UTC,,-,0 cm,-1 cm,-2 cm,-3 cm,250 cm,260 cm,Łeba,pomorskie,wejherowski,-105 cm,-115 cm,16 cm,-,-,-,54.44,18.0294
150150010,Mirsk,Kwisa (166),,-,-,-,-,-,-,-,-3 cm,420 cm,470 cm,Kwisa,dolnośląskie,lwówecki,-,-,-,-,-,-,50.9894,15.3839
152200110,Modlin,Wisła (2),,243 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,2 cm,650 cm,700 cm,Wisła od Narwi do Bzury,mazowieckie,nowodworski,-407 cm,-457 cm,29 cm,-,248 cm (śr, 2024-10-09 06:00 UTC)256 cm (cz, 2024-10-10 06:00 UTC)266 cm (pt, 2024-10-11 06:00 UTC),-,52.4306,20.6597
150200120,Morawica,Czarna Nida (2164),,134 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,5 cm,4 cm,-1 cm,250 cm,340 cm,Czarna Nida,świętokrzyskie,kielecki,-116 cm,-206 cm,32 cm,-,-,-,50.7503,20.6167
149200060,Mszana Dolna,Raba (2138),,116 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,2 cm,-1 cm,-1 cm,320 cm,380 cm,Raba,małopolskie,limanowski,-204 cm,-264 cm,39 cm,-,-,-,49.6581,20.0592
149200080,Mszana Dolna,Mszanka (21382),,77 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-1 cm,240 cm,340 cm,Raba,małopolskie,limanowski,-163 cm,-263 cm,15 cm,-,-,-,49.6747,20.0794
152230090,Narew,Narew (26),,49 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,-1 cm,0 cm,-2 cm,170 cm,200 cm,Narew do Biebrzy,podlaskie,hajnowski,-121 cm,-151 cm,57 cm,-,49 cm (śr, 2024-10-09 06:00 UTC)48 cm (cz, 2024-10-10 06:00 UTC)47 cm (pt, 2024-10-11 06:00 UTC),-,52.9158,23.5228
152230100,Narewka,Narewka (2612),,98 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,260 cm,290 cm,Narew do Biebrzy,podlaskie,hajnowski,-162 cm,-192 cm,53 cm,-,-,-,52.8631,23.7253
149200120,Niedzica,Niedziczanka (214172),,124 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,0 cm,200 cm,260 cm,Dunajec do Popradu,małopolskie,nowotarski,-76 cm,-136 cm,25 cm,-,-,-,49.4114,20.3022
150220030,Nisko,San (22),,128 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,8 cm,370 cm,500 cm,San od Tanwi do ujścia,podkarpackie,niżański,-242 cm,-372 cm,36 cm,-,125 cm (śr, 2024-10-09 06:00 UTC)119 cm (cz, 2024-10-10 06:00 UTC)114 cm (pt, 2024-10-11 06:00 UTC),-,50.52,22.1928
152180090,Noć Kalina,Noteć (188),,93 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,-,-,Noteć do Noteci Zachodniej,wielkopolskie,koniński,-,-,35 cm,-,-,-,52.4383,18.3806
152150190,Nowe Drezdenko,Noteć (188),,114 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-3 cm,2 cm,290 cm,340 cm,Noteć od Drawy do ujścia,lubuskie,strzelecko-drezdenecki,-176 cm,-226 cm,74 cm,-,113 cm (śr, 2024-10-09 06:00 UTC)113 cm (cz, 2024-10-10 06:00 UTC)111 cm (pt, 2024-10-11 06:00 UTC),-,52.8508,15.8375
