Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
154170090,Izbica,Jez. Łebsko (Łeba) (476),,504 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,-3 cm,560 cm,600 cm,Łeba,pomorskie,słupski,-56 cm,-96 cm,46 cm,-,-,-,54.6811,17.4281
149200200,Jakubkowice,Łososina (214734),,57 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-3 cm,-7 cm,200 cm,350 cm,Dunajec od Popradu do ujścia,małopolskie,nowosądecki,-143 cm,-293 cm,17 cm,-,-,-,49.7394,20.63
150150030,Jakuszyce,Kamienna (162),,28 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,-1 cm,-6 cm,80 cm,120 cm,Bóbr,dolnośląskie,karkonoski,-52 cm,-92 cm,22 cm,-,-,-,50.8225,15.44
150190350,Januszewice,Czarna (2542),,297 cm,pn, 2024-10-07 20:20 UTC,,-,3 cm,4 cm,5 cm,6 cm,360 cm,410 cm,Pilica,świętokrzyskie,włoszczowski,-63 cm,-113 cm,63 cm,-,-,-,50.9417,19.9608
150220100,Jarosław,San (22),,67 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-3 cm,12 cm,440 cm,620 cm,San od Wiaru do Wisłoka,podkarpackie,jarosławski,-373 cm,-553 cm,45 cm,-,64 cm (wt, 2024-10-08 06:00 UTC)60 cm (śr, 2024-10-09 06:00 UTC)56 cm (cz, 2024-10-10 06:00 UTC),-,50.0211,22.7028
149190060,Jawiszowice,Wisła (2),,266 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,3 cm,1 cm,-5 cm,480 cm,630 cm,Wisła do Przemszy (Mała Wisła),małopolskie,oświęcimski,-214 cm,-364 cm,106 cm,-,266 cm (wt, 2024-10-08 06:00 UTC)264 cm (śr, 2024-10-09 06:00 UTC)265 cm (cz, 2024-10-10 06:00 UTC),-,49.9725,19.1219
151160090,Jawor,Nysa Szalona (1384),,48 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,-5 cm,100 cm,150 cm,Kaczawa,dolnośląskie,jaworski,-52 cm,-102 cm,43 cm,-,-,-,51.0483,16.1897
150150080,Jelenia Góra,Bóbr (16),,119 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-2 cm,-3 cm,-14 cm,160 cm,220 cm,Bóbr,dolnośląskie,Jelenia Góra,-41 cm,-101 cm,59 cm,-,118 cm (wt, 2024-10-08 06:00 UTC)117 cm (śr, 2024-10-09 06:00 UTC)117 cm (cz, 2024-10-10 06:00 UTC),-,50.9108,15.7214
150150070,Jelenia Góra,Kamienna (162),,93 cm,pn, 2024-10-07 20:20 UTC,,-,-,-4 cm,-1 cm,-13 cm,160 cm,200 cm,Bóbr,dolnośląskie,Jelenia Góra,-67 cm,-107 cm,45 cm,-,93 cm (wt, 2024-10-08 06:00 UTC)94 cm (śr, 2024-10-09 06:00 UTC)93 cm (cz, 2024-10-10 06:00 UTC),-,50.8986,15.7222
150160060,Jugowice,Bystrzyca (134),,46 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,-2 cm,-6 cm,180 cm,230 cm,Bystrzyca,dolnośląskie,wałbrzyski,-134 cm,-184 cm,46 cm,-,-,-,50.7331,16.4033
150160270,Kamieniec Ząbkowicki,Budzówka (1232),,204 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-3 cm,-4 cm,-8 cm,300 cm,340 cm,Nysa Kłodzka,dolnośląskie,ząbkowicki,-96 cm,-136 cm,34 cm,-,-,-,50.5322,16.865
150160010,Kamienna Góra,Bóbr (16),,78 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,-4 cm,120 cm,180 cm,Bóbr,dolnośląskie,kamiennogórski,-42 cm,-102 cm,42 cm,-,77 cm (wt, 2024-10-08 06:00 UTC)78 cm (śr, 2024-10-09 06:00 UTC)77 cm (cz, 2024-10-10 06:00 UTC),-,50.7864,16.0361
150180010,Kamionka,Stradunia (1174),,119 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-3 cm,-5 cm,180 cm,240 cm,Odra od Kłodnicy do Małej Panwi,opolskie,kędzierzyńsko-kozielski,-61 cm,-121 cm,39 cm,-,-,-,50.3911,18.0425
151160220,Kanclerzowice,Sąsiecznica (144),,166 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,3 cm,-2 cm,230 cm,260 cm,Barycz,dolnośląskie,trzebnicki,-64 cm,-94 cm,88 cm,-,-,-,51.4536,16.9561
150200150,Karsy,Wisła (2),,164 cm,pn, 2024-10-07 20:10 UTC,,4 cm,10 cm,6 cm,10 cm,-25 cm,550 cm,750 cm,Wisła od Dunajca do Nidy,małopolskie,dąbrowski,-386 cm,-586 cm,71 cm,-,166 cm (wt, 2024-10-08 06:00 UTC)156 cm (śr, 2024-10-09 06:00 UTC)166 cm (cz, 2024-10-10 06:00 UTC),-,50.275,20.7747
151210080,Kazanów,Iłżanka (236),,169 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,195 cm,270 cm,Iłżanka,mazowieckie,zwoleński,-26 cm,-101 cm,13 cm,-,-,-,51.2733,21.4667
150180250,Kłodnica,Kłodnica (116),,130 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,1 cm,-1 cm,-,-,Kłodnica,śląskie,Ruda Śląska,-,-,20 cm,-,-,-,50.2367,18.8642
150160180,Kłodzko,Nysa Kłodzka (12),,127 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-3 cm,-10 cm,160 cm,240 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-33 cm,-113 cm,99 cm,-,126 cm (wt, 2024-10-08 06:00 UTC)125 cm (śr, 2024-10-09 06:00 UTC)127 cm (cz, 2024-10-10 06:00 UTC),-,50.4425,16.6586
151190080,Kłudzice,Luciąża (254534),,264 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,0 cm,350 cm,380 cm,Pilica,łódzkie,piotrkowski,-86 cm,-116 cm,64 cm,-,-,-,51.3492,19.7819
152180120,Koło,Warta (18),,264 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,0 cm,-1 cm,340 cm,390 cm,Warta od Widawki do Prosny,wielkopolskie,kolski,-76 cm,-126 cm,137 cm,264 cm (wt, 2024-10-08 06:00 UTC)263 cm (śr, 2024-10-09 06:00 UTC),264 cm (wt, 2024-10-08 06:00 UTC)263 cm (śr, 2024-10-09 06:00 UTC),-,52.1953,18.6344
150210150,Koło,Wisła (2),,151 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-4 cm,-8 cm,11 cm,460 cm,680 cm,Wisła od Wisłoki do Sanu,podkarpackie,tarnobrzeski,-309 cm,-529 cm,51 cm,-,152 cm (wt, 2024-10-08 06:00 UTC)160 cm (śr, 2024-10-09 06:00 UTC)155 cm (cz, 2024-10-10 06:00 UTC),-,50.5047,21.5111
154150030,Kołobrzeg,Morze Bałtyckie (0),,499 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,0 cm,6 cm,-1 cm,570 cm,610 cm,Parsęta,zachodniopomorskie,kołobrzeski,-71 cm,-111 cm,129 cm,495 cm (pn, 2024-10-07 06:00 UTC)494 cm (wt, 2024-10-08 06:00 UTC)498 cm (śr, 2024-10-09 06:00 UTC),-,-,54.1867,15.5533
152180160,Konin-Morzysław,Kanał Ślesiński (1834),,356 cm,pn, 2024-10-07 20:20 UTC,,-,-,0 cm,1 cm,-2 cm,-,-,Warta od Widawki do Prosny,wielkopolskie,koniński,-,-,88 cm,-,-,-,52.2306,18.2942
149190280,Koniówka,Dunajec (214),,141 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,1 cm,250 cm,290 cm,Dunajec do Popradu,małopolskie,nowotarski,-109 cm,-149 cm,38 cm,-,-,-,49.3956,19.8181
152160060,Konojad,Mogilnica (18568),,144 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-1 cm,-,-,Kanał Mosiński,wielkopolskie,grodziski,-,-,57 cm,-,-,-,52.1511,16.5322
150170100,Kopice,Nysa Kłodzka (12),,141 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,-1 cm,0 cm,-1 cm,300 cm,380 cm,Nysa Kłodzka,opolskie,brzeski,-159 cm,-239 cm,119 cm,-,140 cm (wt, 2024-10-08 06:00 UTC)140 cm (śr, 2024-10-09 06:00 UTC)140 cm (cz, 2024-10-10 06:00 UTC),-,50.6456,17.4783
150210160,Koprzywnica,Koprzywianka (2194),,187 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,0 cm,290 cm,360 cm,Wisła od Wisłoki do Sanu,świętokrzyskie,sandomierski,-103 cm,-173 cm,87 cm,-,-,-,50.5958,21.5731
154160120,Korzybie,Wieprza (46),,43 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,-1 cm,0 cm,130 cm,160 cm,Wieprza,pomorskie,słupski,-87 cm,-117 cm,42 cm,-,-,-,54.2806,16.8783
149190300,Kościelisko-Kiry,Kirowa Woda (214112),,64 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,140 cm,180 cm,Dunajec do Popradu,małopolskie,tatrzański,-76 cm,-116 cm,18 cm,-,-,-,49.2758,19.8681
152160110,Kowanówko,Wełna (186),,102 cm,pn, 2024-10-07 20:20 UTC,,-,-12 cm,-1 cm,-5 cm,5 cm,-,-,Wełna,wielkopolskie,obornicki,-,-,56 cm,-,-,-,52.6686,16.8367
150150110,Kowary,Jedlica (16188),,31 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-3 cm,100 cm,150 cm,Bóbr,dolnośląskie,karkonoski,-69 cm,-119 cm,29 cm,-,-,-,50.7947,15.8342
150180270,Kozłowa Góra,Brynica (2126),,48 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-3 cm,-1 cm,6 cm,90 cm,120 cm,Przemsza,śląskie,będziński,-42 cm,-72 cm,23 cm,-,-,-,50.4122,18.9719
150180030,Koźle,Odra (1),,295 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,2 cm,0 cm,1 cm,400 cm,500 cm,Odra od Kłodnicy do Małej Panwi,opolskie,kędzierzyńsko-kozielski,-105 cm,-205 cm,234 cm,-,293 cm (wt, 2024-10-08 06:00 UTC)292 cm (śr, 2024-10-09 06:00 UTC)293 cm (cz, 2024-10-10 06:00 UTC),-,50.3519,18.1467
150190340,Kraków-Bielany,Wisła (2),,153 cm,pn, 2024-10-07 20:20 UTC,,-,-3 cm,2 cm,-11 cm,37 cm,370 cm,520 cm,Wisła od Przemszy do Dunajca,małopolskie,Kraków,-217 cm,-367 cm,93 cm,-,158 cm (wt, 2024-10-08 06:00 UTC)165 cm (śr, 2024-10-09 06:00 UTC)156 cm (cz, 2024-10-10 06:00 UTC),-,50.0403,19.8433
150170240,Krapkowice,Odra (1),,226 cm,pn, 2024-10-07 20:10 UTC,,0 cm,-1 cm,-2 cm,9 cm,-18 cm,340 cm,450 cm,Odra od Kłodnicy do Małej Panwi,opolskie,krapkowicki,-114 cm,-224 cm,206 cm,-,223 cm (wt, 2024-10-08 06:00 UTC)220 cm (śr, 2024-10-09 06:00 UTC)224 cm (cz, 2024-10-10 06:00 UTC),-,50.4772,17.9681
150160120,Krasków,Bystrzyca (134),,166 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,14 cm,-7 cm,200 cm,250 cm,Bystrzyca,dolnośląskie,świdnicki,-34 cm,-84 cm,89 cm,-,147 cm (wt, 2024-10-08 06:00 UTC)147 cm (śr, 2024-10-09 06:00 UTC)143 cm (cz, 2024-10-10 06:00 UTC),-,50.9156,16.5839
150230040,Krasnystaw,Wieprz (24),,344 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,2 cm,15 cm,420 cm,470 cm,Wieprz,lubelskie,krasnostawski,-76 cm,-126 cm,166 cm,-,344 cm (wt, 2024-10-08 06:00 UTC)345 cm (śr, 2024-10-09 06:00 UTC)345 cm (cz, 2024-10-10 06:00 UTC),-,50.9853,23.1767
153180060,Krąplewice,Wda (294),,122 cm,pn, 2024-10-07 20:20 UTC,,-,-28 cm,20 cm,1 cm,39 cm,220 cm,280 cm,Wda,kujawsko-pomorskie,świecki,-98 cm,-158 cm,104 cm,-,-,-,53.4894,18.3808
150190240,Kręciwilk,Warta (18),,29 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,1 cm,-1 cm,80 cm,130 cm,Warta do Widawki,śląskie,myszkowski,-51 cm,-101 cm,19 cm,-,-,-,50.5453,19.3703
154170020,Krępa,Glaźna (4728),,70 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,-28 cm,-,-,Słupia,pomorskie,słupski,-,-,29 cm,-,-,-,54.4186,17.0492
149220170,Krościenko,Strwiąż (76),,105 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,-6 cm,160 cm,210 cm,Strwiąż,podkarpackie,bieszczadzki,-55 cm,-105 cm,20 cm,-,-,-,49.4731,22.6628
149200160,Krościenko,Dunajec (214),,-,-,-,-,-,-,-,5 cm,320 cm,390 cm,Dunajec do Popradu,małopolskie,nowotarski,-,-,-,-,-,-,49.4417,20.4294
149220200,Krówniki,Wiar (224),,86 cm,pn, 2024-10-07 20:20 UTC,,-,-4 cm,-1 cm,-5 cm,-4 cm,400 cm,650 cm,Wiar,podkarpackie,Przemyśl,-314 cm,-564 cm,34 cm,-,-,-,49.7669,22.8231
153210010,Krukowo,Omulew (2654),,168 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,0 cm,-,-,Omulew,mazowieckie,przasnyski,-,-,58 cm,-,-,-,53.3092,21.1075
154190070,Krynica Morska,Zalew Wiślany (5119),,508 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,3 cm,2 cm,-6 cm,-,-,Zalew Wiślany do Nogatu,pomorskie,nowodworski,-,-,96 cm,-,-,-,54.3786,19.4453
150230030,Krzak,Łabuńka (242),,180 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,-4 cm,12 cm,-,-,Wieprz,lubelskie,zamojski,-,-,82 cm,-,-,-,50.8025,23.1044
149190350,Krzczonów,Krzczonówka (213836),,169 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,-,-,Raba,małopolskie,myślenicki,-,-,75 cm,-,-,-,49.7367,19.9539
150170210,Krzywa Góra,Budkowiczanka (1328),,163 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,3 cm,170 cm,240 cm,Stobrawa,opolskie,namysłowski,-7 cm,-77 cm,121 cm,-,-,-,50.8608,17.8786
149180010,Krzyżanowice,Odra (1),,186 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,-2 cm,-6 cm,-3 cm,360 cm,500 cm,Odra od Olzy do Kłodnicy,śląskie,raciborski,-174 cm,-314 cm,136 cm,-,178 cm (wt, 2024-10-08 06:00 UTC)175 cm (śr, 2024-10-09 06:00 UTC)179 cm (cz, 2024-10-10 06:00 UTC),-,49.9936,18.2872
150160040,Kudowa-Zdrój-Zakrze,Klikawa (946),,243 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,1 cm,7 cm,-2 cm,280 cm,310 cm,Łaba,dolnośląskie,kłodzki,-37 cm,-67 cm,52 cm,-,-,-,50.4308,16.2439
153190130,Kuligi,Wel (286),,71 cm,pn, 2024-10-07 20:10 UTC,,1 cm,1 cm,1 cm,1 cm,0 cm,150 cm,180 cm,Drwęca,warmińsko-mazurskie,nowomiejski,-79 cm,-109 cm,64 cm,-,70 cm (wt, 2024-10-08 06:00 UTC)69 cm (śr, 2024-10-09 06:00 UTC)68 cm (cz, 2024-10-10 06:00 UTC),-,53.4297,19.6908
150210090,Kunów,Kamienna (234),,94 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,3 cm,10 cm,-2 cm,200 cm,300 cm,Kamienna,świętokrzyskie,ostrowiecki,-106 cm,-206 cm,51 cm,-,93 cm (wt, 2024-10-08 06:00 UTC)93 cm (śr, 2024-10-09 06:00 UTC)93 cm (cz, 2024-10-10 06:00 UTC),-,50.9619,21.2789
151180030,Kuźnica Skakawska,Niesób (1842),,55 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Prosna,łódzkie,wieruszowski,-,-,56 cm,-,-,-,51.2797,18.1317
150190210,Kuźnica Sulikowska,Mitręga (21234),,110 cm,pn, 2024-10-07 20:10 UTC,,0 cm,-1 cm,-2 cm,-2 cm,-2 cm,210 cm,260 cm,Przemsza,śląskie,będziński,-100 cm,-150 cm,46 cm,-,-,-,50.4531,19.2728
152190050,Kwiatkówek,Bzura (272),,129 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,-1 cm,1 cm,200 cm,250 cm,Bzura,łódzkie,łęczycki,-71 cm,-121 cm,115 cm,-,-,-,52.0625,19.2175
153180130,Kwidzyn,Liwa (522),,121 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-1 cm,300 cm,340 cm,Nogat,pomorskie,kwidzyński,-179 cm,-219 cm,60 cm,-,-,-,53.7222,18.9114
150190360,Las,Wisła (2),,171 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,-1 cm,1 cm,400 cm,550 cm,Wisła od Przemszy do Dunajca,małopolskie,oświęcimski,-229 cm,-379 cm,155 cm,-,177 cm (wt, 2024-10-08 06:00 UTC)178 cm (śr, 2024-10-09 06:00 UTC)168 cm (cz, 2024-10-10 06:00 UTC),-,50.0356,19.3822
152170130,Ląd,Warta (18),,207 cm,pn, 2024-10-07 20:20 UTC,,-,-,0 cm,-1 cm,0 cm,330 cm,370 cm,Warta od Widawki do Prosny,wielkopolskie,słupecki,-123 cm,-163 cm,92 cm,-,206 cm (wt, 2024-10-08 06:00 UTC)205 cm (śr, 2024-10-09 06:00 UTC)204 cm (cz, 2024-10-10 06:00 UTC),-,52.2036,17.8861
150160230,Lądek-Zdrój,Biała Lądecka (1216),,53 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-3 cm,0 cm,-5 cm,80 cm,120 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-27 cm,-67 cm,50 cm,-,-,-,50.3467,16.8703
150180070,Lenartowice,Kłodnica (116),,-,-,-,-,-,-,-,-,210 cm,260 cm,Kłodnica,opolskie,kędzierzyńsko-kozielski,-,-,-,-,-,-,50.3575,18.2356
151150060,Leśna,Kwisa (166),,33 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,70 cm,100 cm,Kwisa,dolnośląskie,lubański,-37 cm,-67 cm,33 cm,-,-,-,51.0283,15.2867
150220090,Leżachów,San (22),,136 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,3 cm,16 cm,460 cm,660 cm,San od Wiaru do Wisłoka,podkarpackie,przeworski,-324 cm,-524 cm,58 cm,-,130 cm (wt, 2024-10-08 06:00 UTC)123 cm (śr, 2024-10-09 06:00 UTC)118 cm (cz, 2024-10-10 06:00 UTC),-,50.1403,22.6031
150190200,Lgota Nadwarcie,Warta (18),,97 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,-1 cm,0 cm,-4 cm,-,-,Warta do Widawki,śląskie,myszkowski,-,-,26 cm,-,-,-,50.6183,19.2594
153190020,Lisnowo,Osa (296),,56 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,1 cm,0 cm,-,-,Osa,kujawsko-pomorskie,grudziądzki,-,-,38 cm,-,-,-,53.4486,19.1356
151220090,Lubartów,Wieprz (24),,215 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-2 cm,8 cm,430 cm,480 cm,Wieprz,lubelskie,lubartowski,-215 cm,-265 cm,53 cm,-,214 cm (wt, 2024-10-08 06:00 UTC)219 cm (śr, 2024-10-09 06:00 UTC)224 cm (cz, 2024-10-10 06:00 UTC),-,51.4981,22.6436
152200100,Luberadz,Łydynia (2686),,171 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,1 cm,-1 cm,-,-,Wkra,mazowieckie,ciechanowski,-,-,59 cm,-,-,-,52.7614,20.4772
151150190,Lubiatów,Obrzyca (156),,331 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,0 cm,0 cm,-,-,Obrzyca,lubuskie,nowosolski,-,-,69 cm,-,-,-,51.9211,15.9706
151220070,Lublin,Bystrzyca (246),,278 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,2 cm,-,-,Bystrzyca,lubelskie,Lublin,-,-,80 cm,-,-,-,51.2178,22.5422
149190390,Ludźmierz,Wielki Rogoźnik (214116),,177 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-1 cm,-3 cm,-1 cm,280 cm,350 cm,Dunajec do Popradu,małopolskie,nowotarski,-103 cm,-173 cm,22 cm,-,-,-,49.4594,19.9867
150190130,Łagisza,Przemsza (212),,119 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,1 cm,0 cm,-1 cm,200 cm,240 cm,Przemsza,śląskie,będziński,-81 cm,-121 cm,21 cm,-,-,-,50.3503,19.1856
151190030,Łask,Grabia (1828),,126 cm,pn, 2024-10-07 20:10 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,160 cm,180 cm,Widawka,łódzkie,łaski,-34 cm,-54 cm,114 cm,-,-,-,51.5969,19.1219
149180030,Łaziska,Olza (114),,147 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-2 cm,-2 cm,-,-,Olza,śląskie,wodzisławski,-,-,57 cm,-,145 cm (wt, 2024-10-08 06:00 UTC)144 cm (śr, 2024-10-09 06:00 UTC)146 cm (cz, 2024-10-10 06:00 UTC),-,49.9244,18.4431
154170100,Łeba,Morze Bałtyckie (0),,500 cm,pn, 2024-10-07 20:20 UTC,,-,4 cm,1 cm,2 cm,0 cm,570 cm,610 cm,Łeba,pomorskie,lęborski,-70 cm,-110 cm,97 cm,-,-,-,54.7633,17.5506
149190140,Łękawica,Łękawka (213278),,112 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,300 cm,350 cm,Soła,śląskie,żywiecki,-188 cm,-238 cm,-,-,-,-,49.7117,19.2622
153150080,Łobez,Rega (42),,64 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-1 cm,-1 cm,-,-,Rega,zachodniopomorskie,stargardzki,-,-,32 cm,-,-,-,53.6289,15.6133
150150090,Łomnica,Łomnica (1618),,251 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,-2 cm,-4 cm,-14 cm,320 cm,380 cm,Bóbr,dolnośląskie,karkonoski,-69 cm,-129 cm,26 cm,-,-,-,50.8764,15.8031
152199992,Łowicz,Bzura (272),,211 cm,pn, 2024-10-07 20:20 UTC,,-,-2 cm,0 cm,0 cm,0 cm,350 cm,400 cm,Bzura,łódzkie,łowicki,-139 cm,-189 cm,67 cm,-,-,-,52.11,19.9603
151150090,Łozy,Kwisa (166),,209 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-2 cm,1 cm,280 cm,330 cm,Kwisa,lubuskie,żagański,-71 cm,-121 cm,125 cm,-,209 cm (wt, 2024-10-08 06:00 UTC)198 cm (śr, 2024-10-09 06:00 UTC)186 cm (cz, 2024-10-10 06:00 UTC),-,51.4914,15.3686
154170080,Łupawa,Łupawa (474),,57 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,130 cm,160 cm,Łupawa,pomorskie,słupski,-73 cm,-103 cm,34 cm,-,-,-,54.4194,17.4156
149200100,Łysa Polana,Białka (214154),,178 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,-1 cm,220 cm,260 cm,Dunajec do Popradu,małopolskie,tatrzański,-42 cm,-82 cm,60 cm,-,-,-,49.2636,20.115
152180100,Łysek,Noteć (188),,149 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,-1 cm,-2 cm,-,-,Noteć do Noteci Zachodniej,wielkopolskie,koniński,-,-,87 cm,-,-,-,52.4067,18.5039
152140080,Maczków,Ilanka (178),,56 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-1 cm,-,-,Odra od Bobru do Warty,lubuskie,słubicki,-,-,49 cm,-,-,-,52.275,14.7444
152230070,Malowa Góra,Krzna (267144),,-,-,-,-,-,-,-,6 cm,310 cm,350 cm,Krzna,lubelskie,bialski,-,-,-,-,-,-,52.1036,23.4675
150230080,Michalów,Wieprz (24),,57 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,-5 cm,140 cm,190 cm,Wieprz,lubelskie,zamojski,-83 cm,-133 cm,25 cm,-,-,-,50.7342,23.0206
152150180,Mierzęcin,Mierzęcka Struga (18888),,64 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,-1 cm,0 cm,1 cm,-,-,Drawa,lubuskie,strzelecko-drezdenecki,-,-,55 cm,-,-,-,52.9558,15.8294
150160160,Mietków,Bystrzyca (134),,193 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-1 cm,-1 cm,280 cm,300 cm,Bystrzyca,dolnośląskie,wrocławski,-87 cm,-107 cm,77 cm,-,-,-,50.9683,16.6506
152150200,Międzychód,Warta (18),,147 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,0 cm,0 cm,0 cm,380 cm,430 cm,Warta od Wełny do Noteci,wielkopolskie,międzychodzki,-233 cm,-283 cm,89 cm,-,146 cm (wt, 2024-10-08 06:00 UTC)146 cm (śr, 2024-10-09 06:00 UTC)146 cm (cz, 2024-10-10 06:00 UTC),-,52.6042,15.8861
151210110,Mika,Okrzejka (2532),,252 cm,pn, 2024-10-07 20:20 UTC,,-,1 cm,0 cm,0 cm,3 cm,-,-,Wisła od Wieprza do Narwi,mazowieckie,garwoliński,-,-,52 cm,-,-,-,51.6733,21.7561
151180040,Mirków,Prosna (184),,171 cm,pn, 2024-10-07 20:10 UTC,,-1 cm,-3 cm,-5 cm,-8 cm,11 cm,230 cm,270 cm,Prosna,łódzkie,wieruszowski,-59 cm,-99 cm,89 cm,-,172 cm (wt, 2024-10-08 06:00 UTC)163 cm (śr, 2024-10-09 06:00 UTC)162 cm (cz, 2024-10-10 06:00 UTC),-,51.3156,18.1547
150150020,Mirsk,Czarny Potok (16632),,117 cm,pn, 2024-10-07 20:20 UTC,,-,0 cm,-1 cm,-2 cm,-5 cm,160 cm,200 cm,Kwisa,dolnośląskie,lwówecki,-43 cm,-83 cm,42 cm,-,-,-,50.9867,15.3839
150200010,Mniszek,Nida (216),,216 cm,pn, 2024-10-07 20:20 UTC,,-,-1 cm,0 cm,2 cm,-1 cm,270 cm,310 cm,Nida,świętokrzyskie,jędrzejowski,-54 cm,-94 cm,104 cm,-,-,-,50.7275,20.285
